ID;UserID;timestamp;isVisible;version;changesetID;latitude;longitude;tags
N3810795381;3119079;2015-10-31T05:16:15Z;true;1;34985308;29.7143826;-95.3484016;[]
N3810795380;3119079;2015-10-31T05:16:15Z;true;1;34985308;29.7143607;-95.3483267;[]
N3683338727;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7139918;-95.3511436;[]
N3810795383;3119079;2015-10-31T05:16:15Z;true;1;34985308;29.7144634;-95.3483703;[]
N3810795382;3119079;2015-10-31T05:16:15Z;true;1;34985308;29.7144416;-95.3482954;[]
N3721872603;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233213;-95.3427726;[]
N3475386518;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7236256;-95.3494752;[]
N3721872602;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233213;-95.3427726;[]
N3475386519;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7222656;-95.3505652;[]
N3721872601;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233213;-95.3427726;[]
N3721872600;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233213;-95.3427726;[]
N3475386511;496606;2015-04-24T19:18:21Z;true;1;30461027;29.7203486;-95.3505411;[]
N3683338721;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7139761;-95.3526953;[]
N3721872609;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233246;-95.3425503;[]
N3475386512;496606;2015-04-24T19:18:21Z;true;1;30461027;29.721045;-95.3515923;[]
N3683338720;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7139731;-95.3512019;[]
N3721872608;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233223;-95.342776;[]
N3475386513;496606;2015-04-24T19:18:21Z;true;1;30461027;29.7207315;-95.3517241;[]
N3721872607;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233223;-95.3427759;[]
N3475386514;496606;2015-04-24T19:18:21Z;true;1;30461027;29.7229033;-95.3496068;[]
N3721872606;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233223;-95.3427759;[]
N3475386515;3119079;2015-08-10T21:55:48Z;true;2;33253947;29.722533;-95.3471388;[]
N3683338725;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7139871;-95.3517704;[]
N3721872605;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233222;-95.3427758;[]
N3475386516;496606;2015-04-24T19:18:21Z;true;1;30461027;29.7204713;-95.3501018;[]
N3683338724;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7139869;-95.3529278;[]
N3721872604;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233216;-95.3426212;[]
N3475386517;496606;2015-04-24T19:18:22Z;true;1;30461027;29.724192;-95.349208;[]
N3683338723;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7139808;-95.3528832;[]
N3683338739;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7140231;-95.353053;[]
N3475386520;496606;2015-04-24T19:18:22Z;true;1;30461027;29.72166;-95.3504647;[]
N3475386529;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7210183;-95.349005;[]
N3475386523;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7229253;-95.3378046;[]
N3683338731;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.713998;-95.3510948;[]
N3683338730;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7139965;-95.3517921;[]
N3475386521;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7240452;-95.3407551;[]
N3475386522;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7207898;-95.3481737;[]
N3683338734;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7140122;-95.3513369;[]
N3683338737;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7140205;-95.3511723;[]
N2797826901;128470;2014-04-17T22:14:19Z;true;1;21759361;29.711056;-95.3408598;[]
N3475386526;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7241104;-95.3408302;[]
N3475386531;496606;2015-04-24T19:18:22Z;true;1;30461027;29.721919;-95.3505363;[]
N3683338709;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.71394;-95.3516078;[]
N3683338705;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7139212;-95.3514326;[]
N3475386536;3119079;2015-08-10T21:55:48Z;true;2;33253947;29.7197219;-95.351864;[]
N3475386537;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7213627;-95.3514618;[]
N3475386538;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7203625;-95.3512465;[]
N3475386539;3119079;2015-08-10T21:55:48Z;true;3;33253947;29.722408;-95.3471902;[]
N3683338701;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7139008;-95.3525382;[]
N3475386532;3119079;2015-08-10T21:55:48Z;true;3;33253947;29.7226006;-95.3473742;[]
N3683338700;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7139006;-95.3513797;[]
N3475386533;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7241291;-95.3408194;[]
N3475386534;3119079;2015-08-12T02:28:53Z;true;2;33281736;29.7217145;-95.351423;[]
N3475386535;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7204627;-95.3503238;[]
N3475386542;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7207412;-95.3494953;[]
N3475386540;3119079;2015-08-10T21:55:48Z;true;2;33253947;29.719801;-95.3519309;[]
N3683338713;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7139499;-95.3515318;[]
N3683338712;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7139452;-95.3525886;[]
N3683338715;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7139572;-95.3510244;[]
N3475386548;1243086;2015-07-25T19:23:15Z;true;2;32877255;29.7228101;-95.3374375;[]
N3475386545;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7207329;-95.3489586;[]
N3475386543;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7226883;-95.3504378;[]
N3683338710;3119079;2015-08-06T06:24:02Z;true;1;33146410;29.7139423;-95.3527504;[]
N3690390600;3119079;2015-08-10T21:55:36Z;true;1;33253947;29.7228392;-95.3471063;[]
N3690390601;3119079;2015-08-10T21:55:36Z;true;1;33253947;29.7228504;-95.3468384;[]
N3690390602;3119079;2015-08-10T21:55:36Z;true;1;33253947;29.7228569;-95.3468381;[]
N3690390603;3119079;2015-08-10T21:55:36Z;true;1;33253947;29.7228572;-95.3469539;[]
N3690390608;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7228799;-95.3469358;[]
N3690390609;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7228827;-95.3469202;[]
N3690390604;3119079;2015-08-10T21:55:36Z;true;1;33253947;29.7228588;-95.347824;[]
N3690390605;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7228615;-95.3468444;[]
N3690390606;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7228695;-95.3469478;[]
N3690390607;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7228741;-95.3468791;[]
N3704779105;1829683;2015-08-19T13:57:16Z;true;1;33440324;29.7327616;-95.3327149;[]
N3704779111;1829683;2015-08-19T13:57:16Z;true;1;33440324;29.7330521;-95.3325943;[]
N3475386506;496606;2015-04-24T19:18:21Z;true;1;30461027;29.7241192;-95.3492789;[]
N3475386505;3119079;2015-08-10T21:55:48Z;true;2;33253947;29.7241263;-95.3492341;[]
N3475386508;3119079;2015-08-12T02:28:53Z;true;2;33281736;29.7217456;-95.3515811;[]
N3475386507;496606;2015-04-24T19:18:21Z;true;1;30461027;29.7242467;-95.3408288;[]
N548854146;9065;2009-10-31T15:33:09Z;true;1;2998274;29.7205593;-95.3346259;[]
N3683338784;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7141427;-95.351412;[]
N3683338783;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.714141;-95.3519317;[]
N3683338789;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7141596;-95.3509467;[]
N3683338786;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7141458;-95.3522665;[]
N3683338785;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7141452;-95.351735;[]
N3683338788;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7141518;-95.3514435;[]
N548854110;9065;2009-10-31T15:33:09Z;true;1;2998274;29.7209767;-95.3347289;[]
N548854115;9065;2009-10-31T15:33:09Z;true;1;2998274;29.7195679;-95.3342568;[]
N3683338795;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7141785;-95.3514886;[]
N3683338794;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7141785;-95.3514326;[]
N3683338791;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7141722;-95.352325;[]
N3683338799;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7141893;-95.35147;[]
N3683338798;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7141879;-95.3518102;[]
N3683338797;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7141816;-95.3518607;[]
N3683338796;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.71418;-95.3520667;[]
N548854120;9065;2009-10-31T15:33:09Z;true;1;2998274;29.7186436;-95.3339478;[]
N548854126;9065;2009-10-31T15:33:09Z;true;1;2998274;29.7176597;-95.3336131;[]
N3683338766;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7140906;-95.3514778;[]
N3683338767;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7140906;-95.3517307;[]
N3683338762;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7140826;-95.3521041;[]
N548854174;9065;2009-10-31T15:33:10Z;true;1;2998274;29.716549;-95.3334929;[]
N548854179;9065;2009-10-31T15:33:10Z;true;1;2998274;29.7165791;-95.3334994;[]
N3683338776;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.714117;-95.3514568;[]
N3683338777;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7141173;-95.3521678;[]
N548854191;9065;2009-10-31T15:33:10Z;true;1;2998274;29.7178833;-95.3338191;[]
N153323680;147510;2009-12-30T02:55:45Z;true;2;3486887;29.727392;-95.351974;[]
N3683338773;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7141079;-95.3514254;[]
N153323674;147510;2009-12-30T02:55:45Z;true;2;3486887;29.72786;-95.351787;[]
N548854185;9065;2009-10-31T15:33:10Z;true;1;2998274;29.7172422;-95.3336131;[]
N3683338747;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7140435;-95.3515681;[]
N3683338748;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7140435;-95.3519691;[]
N3683338744;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7140329;-95.3519178;[]
N3721872620;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233376;-95.3426743;[]
N3721872621;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233392;-95.3426798;[]
N3721872622;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233437;-95.3380782;[]
N3721872623;3119079;2015-09-18T18:50:15Z;true;2;34109167;29.7233495;-95.3425935;[level=1,vending=drinks,amenity=vending_machine]
N3721872624;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233506;-95.3427173;[]
N548854159;9065;2009-10-31T15:33:10Z;true;1;2998274;29.7177938;-95.3337075;[]
N548854153;9065;2009-10-31T15:33:09Z;true;1;2998274;29.7182113;-95.3338448;[]
N3721872617;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233351;-95.3423777;[]
N3721872618;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233353;-95.3423776;[]
N3721872615;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233347;-95.3425836;[]
N3721872616;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233349;-95.3423776;[]
N3683338757;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7140718;-95.3511526;[]
N3683338754;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7140619;-95.3513786;[]
N3721872619;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233354;-95.3423776;[]
N3683338750;3119079;2015-08-06T06:24:03Z;true;1;33146410;29.7140493;-95.3510751;[]
N3721872610;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233247;-95.3424956;[]
N3721872613;3119079;2015-09-25T19:00:19Z;true;2;34250568;29.7233307;-95.3426779;[]
N3721872614;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233322;-95.3425642;[]
N3721872611;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233272;-95.3396174;[]
N3721872612;3119079;2015-09-25T19:00:19Z;true;2;34250568;29.7233274;-95.3426674;[]
N548853724;9065;2009-10-31T15:33:00Z;true;1;2998274;29.7173911;-95.3335302;[]
N152005562;147510;2010-01-07T20:15:40Z;true;2;3564776;29.720411;-95.34835;[]
N548853738;9065;2009-10-31T15:33:01Z;true;1;2998274;29.7172277;-95.3335138;[]
N152005545;496606;2015-04-24T19:18:31Z;true;3;30461027;29.720419;-95.3488257;[]
N548853714;9065;2009-10-31T15:33:00Z;true;1;2998274;29.7175329;-95.3335444;[]
N3759210982;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214981;-95.340143;[]
N3759210983;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214989;-95.3404516;[]
N3759210984;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.721499;-95.3404474;[]
N3721872591;3119079;2015-09-25T19:00:19Z;true;2;34250568;29.723312;-95.3426162;[]
N3759210985;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.721499;-95.3406499;[]
N3721872590;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233086;-95.3371875;[]
N3759210986;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7215;-95.3404533;[]
N3721872593;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233139;-95.3425281;[]
N3759210987;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7215007;-95.3404553;[]
N3721872592;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233131;-95.3425006;[]
N3759210988;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7215033;-95.3408484;[]
N3721872595;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233142;-95.3425921;[]
N548853765;9065;2009-10-31T15:33:01Z;true;1;2998274;29.7169813;-95.3334843;[]
N3759210989;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7215043;-95.3404664;[]
N3721872594;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233141;-95.3425909;[]
N3759210980;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214958;-95.3404372;[]
N3759210981;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214971;-95.3404642;[]
N3721872596;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233156;-95.3426721;[]
N3759210979;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214953;-95.3408221;[]
N3721872597;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233158;-95.3424666;[]
N3721872598;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233187;-95.3426825;[]
N3721872599;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233194;-95.3426135;[]
N3759210995;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7215081;-95.3403985;[]
N3759210996;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7215084;-95.3403978;[]
N3759210993;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7215075;-95.3401304;[]
N3759210994;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7215079;-95.3403028;[]
N3759210999;3119079;2015-09-25T18:18:06Z;true;1;34249805;29.7215112;-95.3408745;[]
N3759210997;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7215084;-95.3403982;[]
N3759210998;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7215087;-95.3406816;[]
N3759210991;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.721506;-95.3403899;[]
N3759210992;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7215072;-95.3403955;[]
N3759210990;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7215052;-95.3406703;[]
N3759210964;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214804;-95.3403864;[]
N3721872571;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7232916;-95.3379073;[]
N3759210965;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214814;-95.3404706;[]
N3721872570;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7232904;-95.3427887;[]
N3759210966;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214822;-95.3403131;[]
N3721872573;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7232935;-95.3425443;[]
N3759210967;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214828;-95.3403951;[]
N3721872572;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.723292;-95.3424313;[]
N3759210960;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214732;-95.3402836;[]
N3759210961;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.721475;-95.3403983;[]
N3759210962;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214758;-95.3403724;[]
N3759210963;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214762;-95.3405758;[]
N3721872578;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.723297;-95.3425345;[]
N3721872579;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7232973;-95.3425363;[]
N3759210958;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214711;-95.3403798;[]
N3721872574;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7232937;-95.3395678;[]
N3759210957;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214676;-95.340376;[]
N3721872575;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7232941;-95.3424614;[]
N3721872576;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7232951;-95.3424749;[]
N3759210959;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214729;-95.3404434;[]
N3721872577;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7232952;-95.3424748;[]
N3759210977;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214948;-95.3403535;[]
N3721872584;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233003;-95.3424589;[]
N548853754;9065;2009-10-31T15:33:01Z;true;1;2998274;29.7171901;-95.3335101;[]
N3759210978;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214949;-95.3404698;[]
N3721872583;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233001;-95.3426207;[]
N3759210975;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214941;-95.3403519;[]
N3721872582;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7232985;-95.3425608;[]
N3759210976;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214947;-95.3403545;[]
N3721872581;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7232984;-95.3424742;[]
N3759210973;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214935;-95.3403491;[]
N3721872580;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7232979;-95.3424738;[]
N3759210974;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214936;-95.3403502;[]
N3759210971;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214893;-95.3404511;[]
N3759210972;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214928;-95.3406753;[]
N3759210970;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214892;-95.3406186;[]
N3721872589;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233085;-95.3425941;[]
N3721872587;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233058;-95.3424992;[]
N3721872588;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233062;-95.3425031;[]
N3759210969;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214886;-95.3408003;[]
N3721872585;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233041;-95.3425043;[]
N3759210968;3119079;2015-09-25T18:18:05Z;true;1;34249805;29.7214885;-95.3404373;[]
N3721872586;3119079;2015-08-30T18:15:56Z;true;1;33688006;29.7233042;-95.3425042;[]
N3475386591;3119079;2015-08-10T17:42:06Z;true;2;33245619;29.7213076;-95.3499888;[]
N3681372511;3119079;2015-08-04T21:01:50Z;true;1;33112855;29.7305023;-95.3455233;[]
N3681372510;3119079;2015-08-04T21:01:50Z;true;1;33112855;29.7304994;-95.3471375;[]
N3681372513;3119079;2015-08-04T21:01:50Z;true;1;33112855;29.7305109;-95.3472866;[]
N3681372512;3119079;2015-08-04T21:01:50Z;true;1;33112855;29.7305059;-95.3486983;[]
N3681372519;3119079;2015-08-04T21:01:50Z;true;1;33112855;29.7305342;-95.3483846;[]
N3690390619;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7230006;-95.3469253;[]
N3690390616;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.722984;-95.3467922;[]
N3690390615;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7229831;-95.34685;[]
N3690390618;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7229935;-95.3467824;[]
N3690390617;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7229853;-95.3469133;[]
N3690390612;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7229674;-95.3468559;[]
N3690390611;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7229127;-95.3477998;[]
N3690390614;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.722979;-95.346836;[]
N3690390613;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7229766;-95.3468102;[]
N3690390610;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.722883;-95.3469061;[]
N3681372502;3119079;2015-08-04T21:01:49Z;true;1;33112855;29.7304687;-95.3485656;[]
N3681372501;3119079;2015-08-04T21:01:49Z;true;1;33112855;29.7304618;-95.3476919;[]
N3681372500;3119079;2015-08-04T21:01:49Z;true;1;33112855;29.7304607;-95.3485585;[]
N3681372506;3119079;2015-08-04T21:01:49Z;true;1;33112855;29.7304864;-95.3486288;[]
N3681372505;3119079;2015-08-04T21:01:49Z;true;1;33112855;29.7304805;-95.3456113;[]
N3681372504;3119079;2015-08-04T21:01:49Z;true;1;33112855;29.7304774;-95.3471671;[]
N3681372503;3119079;2015-08-04T21:01:49Z;true;1;33112855;29.7304691;-95.3455356;[]
N3681372509;3119079;2015-08-04T21:01:49Z;true;1;33112855;29.7304912;-95.3454837;[]
N3681372508;3119079;2015-08-04T21:01:49Z;true;1;33112855;29.7304891;-95.3486384;[]
N3681372507;3119079;2015-08-04T21:01:49Z;true;1;33112855;29.7304889;-95.3458109;[]
N3690390624;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.723088;-95.3467348;[]
N3690390623;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7230676;-95.350897;[]
N3690390622;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7230621;-95.3467547;[]
N3690390621;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7230215;-95.3469317;[]
N3690390620;3119079;2015-08-10T21:55:37Z;true;1;33253947;29.7230092;-95.3467759;[]
N3475386568;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7199106;-95.3519372;[]
N3475386561;1243086;2015-07-25T19:23:15Z;true;2;32877255;29.7228508;-95.3375652;[]
N3475386563;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7215593;-95.3477927;[]
N3475386558;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7242851;-95.3497965;[]
N3475386557;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7239847;-95.3407671;[]
N3475386555;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7240068;-95.3406894;[]
N3475386554;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7239381;-95.340511;[]
N3681372524;3119079;2015-08-04T21:01:50Z;true;1;33112855;29.7305507;-95.3484436;[]
N3681372520;3119079;2015-08-04T21:01:50Z;true;1;33112855;29.7305405;-95.3472844;[]
N3475386552;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7212731;-95.3479465;[]
N3475386550;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7239823;-95.3405231;[]
N3475386551;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7234373;-95.3495138;[]
N3475386588;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7204054;-95.3502506;[]
N3475386587;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7206887;-95.3494065;[]
N3475386589;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7242595;-95.3407698;[]
N3475386580;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7227495;-95.3487905;[]
N3475386581;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7227919;-95.3486057;[]
N3475386582;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7208016;-95.3489814;[]
N3475386583;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7208844;-95.3516598;[]
N3475386584;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7217719;-95.351295;[]
N3475386585;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7235957;-95.3500234;[]
N3475386586;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7223783;-95.3510078;[]
N3475386579;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7197293;-95.3515483;[]
N3475386578;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7212139;-95.3373889;[]
N3475386576;3119079;2015-08-10T17:24:09Z;true;3;33245181;29.7218368;-95.3477708;[]
N3690532932;3119079;2015-08-10T23:31:33Z;true;1;33255529;29.7185367;-95.3397006;[shop=deli,cuisine=sandwich,name=McAlister's Deli,amenity=restaurant]
N3690532933;3119079;2015-08-10T23:31:33Z;true;1;33255529;29.7184258;-95.3397485;[shop=copyshop,name=University Copy Center]
N3690532931;3119079;2015-08-10T23:31:33Z;true;1;33255529;29.7183424;-95.339781;[shop=card printing,name=Cougar Card Office]
N3475386571;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7213072;-95.3479326;[]
N3475386574;496606;2015-04-24T19:18:22Z;true;1;30461027;29.7225468;-95.3481753;[]
N3475386575;496606;2015-04-24T19:18:22Z;true;1;30461027;29.722666;-95.3508941;[]
N3475386573;3119079;2015-08-10T17:42:06Z;true;2;33245619;29.7218439;-95.3512053;[]
N3702272000;3119079;2015-08-18T05:18:06Z;true;1;33407127;29.7230959;-95.3455895;[]
N3702272005;3119079;2015-08-18T05:18:06Z;true;1;33407127;29.7231125;-95.3454478;[]
N3702272006;3119079;2015-08-18T05:18:06Z;true;1;33407127;29.7231176;-95.3448086;[]
N3702272007;3119079;2015-08-18T05:18:06Z;true;1;33407127;29.7231305;-95.3455946;[]
N3702272008;3119079;2015-08-18T05:18:06Z;true;1;33407127;29.7231363;-95.3455828;[]
N3702272001;3119079;2015-08-18T05:18:06Z;true;1;33407127;29.7231041;-95.3448403;[]
N3702272002;3119079;2015-08-18T05:18:06Z;true;1;33407127;29.7231062;-95.3455752;[]
N3683338829;3119079;2015-08-06T06:24:04Z;true;1;33146410;29.7142781;-95.3522844;[]
N3702272003;3119079;2015-08-18T05:18:06Z;true;1;33407127;29.7231066;-95.3450912;[]
N3683338826;3119079;2015-08-06T06:24:04Z;true;1;33146410;29.7142679;-95.3512538;[]
N3702272004;3119079;2015-08-18T05:18:06Z;true;1;33407127;29.7231121;-95.3454304;[]
